movie_id,title,status,year,revenue,budget,budget_to_rev ,popularity,genre,production_countries,genre_raw,,,,,,,,
4569546,Bloody Friday,Released,1972,3500000,100000,35,2.693,Horror,"Germany, Italy","Crime, Action, Thriller",,,,,,,,
4520488,The Exorcist,Released,1973,441405644,12000000,36.783803666667,94.668,Horror,United States of America,Horror,,,,,,,,
4522538,Enter the Dragon,Released,1973,21485066,10000000,2.1485066,29.796,Action,Hong Kong,Action,,,,,,,,
4521071,Robin Hood,Released,1973,32056467,5000000,6.4112934,26.27,Family,United States of America,"Animation, Family",,,,,,,,
4522367,Live and Let Die,Released,1973,126377836,7000000,18.053976571429,25.922,Action,United Kingdom,"Adventure, Action, Thriller",,,,,,,,
4524676,Battle for the Planet of the Apes,Released,1973,8844595,1700000,5.2027029411765,25.107,Action,United States of America,"Action, Science Fiction",,,,,,,,
4523255,American Graffiti,Released,1973,140000000,777000,180.18018018018,23.5,Comedy,United States of America,"Comedy, Drama",,,,,,,,
4523880,High Plains Drifter,Released,1973,15700000,5500000,2.8545454545455,22.79,Action,United States of America,"Western, Drama, Mystery",,,,,,,,
4521893,The Sting,Released,1973,159616327,5500000,29.021150363636,20.581,Comedy,United States of America,"Comedy, Crime, Drama",,,,,,,,
4522495,Papillon,Released,1973,53267000,12000000,4.4389166666667,20.507,Horror,United States of America,"Crime, Drama",,,,,,,,
4525491,Paper Moon,Released,1973,30900000,2500000,12.36,17.603,Comedy,United States of America,"Comedy, Crime, Drama",,,,,,,,
4523514,Westworld,Released,1973,10000000,1200000,8.3333333333333,17.351,Action,United States of America,"Adventure, Science Fiction, Western",,,,,,,,
4522494,Serpico,Released,1973,29800000,3000000,9.9333333333333,16.565,Horror,"Italy, United States of America","Crime, Drama, History",,,,,,,,
4526196,The Long Goodbye,Released,1973,959000,1700000,0.56411764705882,16.362,Horror,United States of America,"Mystery, Crime",,,,,,,,
4527355,The Way We Were,Released,1973,50000000,5000000,10,14.655,Drama,United States of America,"Drama, Romance",,,,,,,,
4531527,Coffy,Released,1973,4000000,500000,8,14.642,Action,United States of America,"Action, Thriller, Crime",,,,,,,,
4522301,Mean Streets,Released,1973,3000000,500000,6,14.22,Drama,United States of America,"Drama, Crime",,,,,,,,
4533128,Godzilla vs. Megalon,Released,1973,980000,760000,1.2894736842105,12.968,Action,Japan,"Action, Science Fiction",,,,,,,,
4528029,Pat Garrett & Billy the Kid,Released,1973,11000000,4638783,2.3713116134124,12.898,Action,United States of America,Western,,,,,,,,
4526017,Day for Night,Released,1973,850000,700000,1.2142857142857,12.688,Comedy,France,"Comedy, Drama",,,,,,,,
4556031,Lost Horizon,Released,1973,3800000,5900000,0.64406779661017,11.51,Action,United States of America,"Adventure, Drama, Fantasy, Music, Romance",,,,,,,,
4528770,The Last Detail,Released,1973,10000000,2300000,4.3478260869565,10.747,Drama,United States of America,"Drama, Comedy",,,,,,,,
4525107,Sleeper,Released,1973,18344729,2000000,9.1723645,10.684,Comedy,United States of America,"Comedy, Science Fiction",,,,,,,,
4539166,Dillinger,Released,1973,2000000,1000000,2,10.542,Action,United States of America,"Action, Crime, Drama",,,,,,,,
4542175,"Black Mama, White Mama",Released,1973,1000000,200000,5,7.945,Action,"Philippines, United States of America","Action, Crime, Thriller",,,,,,,,
4548404,Shaft in Africa,Released,1973,1458000,2142000,0.68067226890756,7.589,Action,United States of America,"Action, Crime",,,,,,,,
4577271,Submersion of Japan,Released,1973,49651320,18596000,2.67,7.472,Horror,Japan,"Thriller, Science Fiction, Drama",,,,,,,,
4545371,Heavy Traffic,Released,1973,1500000,950000,1.5789473684211,6.9,Family,United States of America,"Animation, Comedy, Drama",,,,,,,,
4557391,The Last American Hero,Released,1973,1000000,2000000,0.5,3.222,Drama,United States of America,Drama,,,,,,,,
4675487,The Student Teachers,Released,1973,1078000,100000,10.78,1.348,Comedy,United States of America,"Comedy, Thriller",,,,,,,,
4885397,Anhonee,Released,1973,2454780,1300000,1.8882923076923,0.6,Drama,India,"Drama, Thriller, Crime",,,,,,,,
4520225,The Godfather Part II,Released,1974,102600000,13000000,7.8923076923077,64.753,Drama,United States of America,"Drama, Crime",,,,,,,,
4521573,The Texas Chain Saw Massacre,Released,1974,30900000,85000,363.52941176471,40.426,Horror,United States of America,Horror,,,,,,,,
4521304,Chinatown,Released,1974,30000000,6000000,5,34.601,Horror,United States of America,"Crime, Drama, Mystery, Thriller",,,,,,,,
4522374,The Man with the Golden Gun,Released,1974,97572000,7000000,13.938857142857,30.703,Action,"United Kingdom, United States of America","Adventure, Action, Thriller",,,,,,,,
4521571,Young Frankenstein,Released,1974,86273333,2800000,30.811904642857,23.236,Comedy,United States of America,Comedy,,,,,,,,
4524942,Death Wish,Released,1974,22000000,3000000,7.3333333333333,23.036,Horror,United States of America,"Crime, Drama, Action",,,,,,,,
4522579,Blazing Saddles,Released,1974,119500000,2600000,45.961538461538,21.07,Action,United States of America,"Western, Comedy",,,,,,,,
4526852,Thunderbolt and Lightfoot,Released,1974,25000000,4000000,6.25,20.14,Horror,United States of America,"Crime, Comedy, Action",,,,,,,,
4523266,Murder on the Orient Express,Released,1974,35700000,1400000,25.5,19.557,Drama,"United Kingdom, United States of America","Drama, Thriller, Mystery",,,,,,,,
4524556,The Towering Inferno,Released,1974,116000000,14000000,8.2857142857143,19.487,Action,United States of America,"Action, Drama, Thriller",,,,,,,,
4530752,Airport 1975,Released,1974,47000000,3000000,15.666666666667,18.787,Action,United States of America,"Action, Thriller, Drama",,,,,,,,
4522809,The Conversation,Released,1974,4420000,1600000,2.7625,18.055,Horror,United States of America,"Crime, Drama, Mystery",,,,,,,,
4527137,The Great Gatsby,Released,1974,26533200,6500000,4.0820307692308,17.76,Drama,United States of America,"Drama, Romance",,,,,,,,
4525256,Black Christmas,Released,1974,4053000,620000,6.5370967741935,16.175,Horror,Canada,"Horror, Mystery, Thriller",,,,,,,,
4529179,Earthquake,Released,1974,79666653,7000000,11.380950428571,15.528,Action,United States of America,"Action, Drama, Thriller",,,,,,,,
4530061,The Longest Yard,Released,1974,43008075,2900000,14.830370689655,15.252,Comedy,United States of America,"Comedy, Drama",,,,,,,,
4542873,The Lords of Flatbush,Released,1974,4000000,160000,25,14.96,Drama,United States of America,Drama,,,,,,,,
4528387,The Sugarland Express,Released,1974,12800000,3000000,4.2666666666667,13.577,Horror,United States of America,"Crime, Drama",,,,,,,,
4527603,Zardoz,Released,1974,1800000,1570000,1.1464968152866,13.359,Fantasy,"Ireland, United States of America","Fantasy, Action, Thriller, Science Fiction",,,,,,,,
4534467,Gone in 60 Seconds,Released,1974,40000000,1000000,40,12.346,Action,United States of America,"Action, Crime",,,,,,,,
4527550,Alice Doesn't Live Here Anymore,Released,1974,21000000,1800000,11.666666666667,12.029,Drama,United States of America,"Drama, Romance",,,,,,,,
4542481,Harry and Tonto,Released,1974,4600000,980000,4.6938775510204,6.426,Comedy,United States of America,"Comedy, Drama, Adventure",,,,,,,,
4556764,Macon County Line,Released,1974,18000000,225000,80,5.927,Drama,United States of America,"Drama, Action",,,,,,,,
4555790,Battles Without Honor and Humanity: Police Tactics,Released,1974,2140000,125000,17.12,5.891,Horror,Japan,"Crime, Drama",,,,,,,,
4809283,Özleyiş,Released,1974,100000,55000,1.8181818181818,1.458,Drama,Turkey,"Drama, Romance",,,,,,,,
4520307,One Flew Over the Cuckoo's Nest,Released,1975,108981275,3000000,36.327091666667,36.673,Drama,United States of America,Drama,,,,,,,,
4520313,Jaws,Released,1975,470653000,7000000,67.236142857143,34.492,Horror,United States of America,"Horror, Thriller, Adventure",,,,,,,,
4521753,The Rocky Horror Picture Show,Released,1975,112892319,1200000,94.0769325,30.109,Comedy,"United Kingdom, United States of America","Comedy, Science Fiction, Fantasy, Horror",,,,,,,,
4520788,Monty Python and the Holy Grail,Released,1975,1940906,400000,4.852265,28.015,Action,United Kingdom,"Adventure, Comedy, Fantasy",,,,,,,,
4524483,Mirror,Released,1975,119266,825370,0.14450004240522,23.254,Drama,Soviet Union,"Drama, History",,,,,,,,
4527267,Death Race 2000,Released,1975,8000000,300000,26.666666666667,20.465,Action,United States of America,"Action, Comedy, Science Fiction",,,,,,,,
4521776,Barry Lyndon,Released,1975,198992,11000000,0.018090181818182,19.26,Drama,"United Kingdom, United States of America","Drama, Romance, War",,,,,,,,
4525870,Shivers,Released,1975,1000000,179000,5.5865921787709,18.906,Horror,Canada,"Horror, Science Fiction",,,,,,,,
4521687,Dog Day Afternoon,Released,1975,46665856,1800000,25.925475555556,18.585,Horror,United States of America,"Crime, Drama, Thriller",,,,,,,,
4523897,Three Days of the Condor,Released,1975,41509797,7800000,5.3217688461538,17.625,Horror,United States of America,"Thriller, Mystery",,,,,,,,
4530471,Sholay,Released,1975,4800000,408000,11.764705882353,14.682,Action,India,Action,,,,,,,,
4526129,The Return of the Pink Panther,Released,1975,41833347,5000000,8.3666694,14.559,Horror,"United Kingdom, United States of America","Mystery, Comedy, Crime",,,,,,,,
4527853,French Connection II,Released,1975,12484444,4300000,2.9033590697674,13.768,Action,United States of America,"Action, Crime, Drama, Thriller",,,,,,,,
4532849,Hard Times,Released,1975,5000000,2700000,1.8518518518519,13.406,Drama,United States of America,"Drama, Action, Crime",,,,,,,,
4525961,The Man Who Would Be King,Released,1975,12678,8000000,0.00158475,13.367,Action,"United States of America, United Kingdom","Adventure, Drama",,,,,,,,
4535855,"Farewell, My Lovely",Released,1975,2000000,2500000,0.8,12.928,Horror,United States of America,"Crime, Mystery, Thriller",,,,,,,,
4529325,Tommy,Released,1975,34251525,5000000,6.850305,12.726,Documentary,United Kingdom,Music,,,,,,,,
4528191,Nashville,Released,1975,9991258,2200000,4.5414809090909,11.764,Drama,United States of America,"Drama, Music, Comedy",,,,,,,,
4524742,Love and Death,Released,1975,20173742,3000000,6.7245806666667,11.657,Comedy,United States of America,"Comedy, War",,,,,,,,
4532257,Shampoo,Released,1975,60000000,4000000,15,11.373,Comedy,United States of America,"Comedy, Drama",,,,,,,,
4540658,Capone,Released,1975,2000000,970000,2.0618556701031,10.674,Horror,United States of America,"Crime, Drama",,,,,,,,
4528865,A Boy and His Dog,Released,1975,6900000,400000,17.25,10.154,Drama,United States of America,"Drama, Science Fiction, Comedy",,,,,,,,
4537408,Dolemite,Released,1975,12000000,120000,100,8.483,Action,United States of America,"Action, Comedy, Crime",,,,,,,,
4537810,The Drowning Pool,Released,1975,2600000,2700000,0.96296296296296,8.147,Horror,United States of America,"Thriller, Mystery",,,,,,,,
4540641,Breakout,Released,1975,16000000,1000000,16,8.037,Action,United States of America,"Action, Adventure, Thriller",,,,,,,,
4550333,Cooley High,Released,1975,13000000,750000,17.333333333333,6.657,Comedy,United States of America,"Comedy, Drama",,,,,,,,
4549288,Hustle,Released,1975,10390000,3050000,3.4065573770492,6.294,Horror,United States of America,"Crime, Drama, Mystery, Thriller",,,,,,,,
4542894,The Giant Spider Invasion,Released,1975,15000000,300000,50,5.926,Horror,United States of America,"Horror, Science Fiction",,,,,,,,
4589877,"Aloha, Bobby and Rose",Released,1975,35000000,60000,583.33333333333,5.433,Drama,United States of America,"Drama, Romance, Action",,,,,,,,
4582864,Hearts of the West,Released,1975,1600000,2000000,0.8,4.202,Comedy,United States of America,"Comedy, Western",,,,,,,,
4573392,Let's Do It Again,Released,1975,11800000,70000,168.57142857143,4.18,Comedy,United States of America,"Comedy, Crime",,,,,,,,
4568827,At Long Last Love,Released,1975,1500000,6000000,0.25,3.165,Comedy,United States of America,"Comedy, Music, Romance",,,,,,,,
4544735,Our Family,Released,1975,214600,65700,3.2663622526636,3.095,Comedy,Turkey,"Comedy, Family, Drama",,,,,,,,
4591987,Lucky Lady,Released,1975,24441725,13000000,1.8801326923077,3.057,Horror,United States of America,"Crime, Comedy",,,,,,,,
4662429,Bak Yeşil Yeşil,Released,1975,124000,35000,3.5428571428571,1.023,Comedy,Turkey,Comedy,,,,,,,,
4760498,Zabih,Released,1975,1500000,15000,100,0.875,Drama,Iran,Drama,,,,,,,,
4634107,My Friend Frankenstein,Released,1975,100000,55000,1.8181818181818,0.671,Comedy,Turkey,"Comedy, Horror, Science Fiction",,,,,,,,
4520499,Rocky,Released,1976,225250402,1000000,225.250402,42.023,Drama,United States of America,"Drama, Romance",,,,,,,,
4520234,Taxi Driver,Released,1976,28600000,1900000,15.052631578947,41.36,Horror,United States of America,"Crime, Drama",,,,,,,,
4521309,Carrie,Released,1976,25878153,1800000,14.376751666667,25.558,Horror,United States of America,"Horror, Thriller",,,,,,,,
4522378,The Omen,Released,1976,60922980,2800000,21.758207142857,22.227,Horror,United States of America,"Horror, Thriller",,,,,,,,
4523883,The Outlaw Josey Wales,Released,1976,31800000,3700000,8.5945945945946,21.233,Action,United States of America,Western,,,,,,,,
4524830,King Kong,Released,1976,90614445,23000000,3.9397584782609,20.299,Action,United States of America,"Adventure, Fantasy",,,,,,,,
4528786,The Message,Released,1976,15000000,10000000,1.5,20.187,Action,"Kuwait, Lebanon, Libyan Arab Jamahiriya, Morocco, Saudi Arabia, United Kingdom","Adventure, Drama, Action, History",,,,,,,,
4522781,Network,Released,1976,23689877,3800000,6.2341781578947,20.08,Drama,United States of America,Drama,,,,,,,,
4522621,All the President's Men,Released,1976,70600000,8500000,8.3058823529412,18.079,Drama,United States of America,"Drama, History, Mystery, Thriller",,,,,,,,
4524721,The Enforcer,Released,1976,46236000,9000000,5.1373333333333,16.925,Horror,United States of America,"Crime, Action",,,,,,,,
4524521,Logan's Run,Released,1976,25000000,9000000,2.7777777777778,16.344,Action,United States of America,"Action, Science Fiction",,,,,,,,
4529479,Futureworld,Released,1976,4200000,2500000,1.68,16.17,Action,United States of America,"Action, Adventure, Science Fiction, Thriller",,,,,,,,
4526683,The Pink Panther Strikes Again,Released,1976,33833201,6000000,5.6388668333333,15.442,Comedy,"United Kingdom, United States of America","Comedy, Crime",,,,,,,,
4529227,Silver Streak,Released,1976,51079064,6500000,7.8583175384615,14.558,Comedy,United States of America,"Comedy, Crime, Romance, Thriller",,,,,,,,
4524097,Marathon Man,Released,1976,21709020,6500000,3.3398492307692,13.542,Horror,United States of America,Thriller,,,,,,,,
4542231,Alice in Wonderland: An X-Rated Musical Fantasy,Released,1976,90000000,400000,225,12.079,Comedy,United States of America,"Comedy, Fantasy",,,,,,,,
4531766,A Star Is Born,Released,1976,80000000,6000000,13.333333333333,11.89,Drama,United States of America,"Drama, Music, Romance",,,,,,,,
4543063,Stay Hungry,Released,1976,24854765,5000000,4.970953,11.536,Comedy,United States of America,"Comedy, Drama",,,,,,,,
4532529,The Cassandra Crossing,Released,1976,15300000,6000000,2.55,11.519,Action,"Germany, Italy, United Kingdom, United States of America","Action, Thriller",,,,,,,,
4529791,Silent Movie,Released,1976,36145695,4400000,8.2149306818182,11.255,Comedy,United States of America,Comedy,,,,,,,,
4527475,Family Plot,Released,1976,7900000,2000000,3.95,10.677,Comedy,United States of America,"Comedy, Crime, Thriller",,,,,,,,
4529841,The Bad News Bears,Released,1976,42349782,9000000,4.7055313333333,10.617,Family,United States of America,"Family, Comedy",,,,,,,,
4530261,Obsession,Released,1976,4468000,1400000,3.1914285714286,10.372,Horror,United States of America,"Thriller, Mystery, Drama",,,,,,,,
4539310,Cannonball,Released,1976,1500000,780000,1.9230769230769,10.279,Action,"United States of America, Hong Kong","Action, Comedy",,,,,,,,
4537920,The Body of My Enemy,Released,1976,13300000,2552781,5.2100043051088,6.932,Horror,France,"Crime, Drama, Mystery, Thriller",,,,,,,,
4565522,The Inugamis,Released,1976,10646000,1502000,7.0878828229028,6.466,Horror,Japan,"Horror, Mystery",,,,,,,,
4561745,Jackson County Jail,Released,1976,2300000,445000,5.1685393258427,5.674,Horror,United States of America,"Crime, Drama",,,,,,,,
4544781,Man on the Roof,Released,1976,1390687,483717,2.8750012920778,5.437,Horror,Sweden,"Thriller, Action, Crime",,,,,,,,
4553010,The Duchess and the Dirtwater Fox,Released,1976,4120000,4590000,0.89760348583878,4.951,Comedy,United States of America,"Comedy, Western",,,,,,,,
4563998,The Blue Bird,Released,1976,887000,12000000,0.073916666666667,4.403,Action,"Soviet Union, United States of America","Adventure, Family, Fantasy, Drama",,,,,,,,
4539150,Tosun Pasha,Released,1976,698200,64200,10.8753894081,3.802,Comedy,Turkey,Comedy,,,,,,,,
4560514,Ode to Billy Joe,Released,1976,27000000,1100000,24.545454545455,3.255,Drama,United States of America,"Drama, Romance",,,,,,,,
4847115,Honeymoon,Released,1976,50000,1000000,0.05,0.914,Drama,Iran,"Drama, Romance",,,,,,,,
4781110,The Unanswered Question I : Musical Phonology,Released,1976,2000,1000,2,0.87,Documentary,United States of America,"Documentary, Music",,,,,,,,
4780956,The Unanswered Question IV : The Delights and Dangers of Ambiguity,Released,1976,2000,1000,2,0.62,Documentary,United States of America,"Documentary, Music",,,,,,,,
4780306,The Unanswered Question VI : The Poetry of Earth,Released,1976,2000,1000,2,0.6,Documentary,United States of America,"Documentary, Music",,,,,,,,
4780955,The Unanswered Question III : Musical Semantics,Released,1976,2000,1000,2,0.6,Documentary,United States of America,"Documentary, Music",,,,,,,,
4520059,Star Wars,Released,1977,775398007,11000000,70.490727909091,88.559,Action,United States of America,"Adventure, Action, Science Fiction",,,,,,,,
4525522,Exorcist II: The Heretic,Released,1977,30749142,14000000,2.1963672857143,29.943,Drama,United States of America,"Drama, Horror, Thriller",,,,,,,,
4522428,The Spy Who Loved Me,Released,1977,185438673,13000000,14.264513307692,28.088,Action,"United Kingdom, United States of America","Adventure, Action, Thriller",,,,,,,,
4521135,Close Encounters of the Third Kind,Released,1977,306889114,20000000,15.3444557,24.943,Action,United States of America,"Science Fiction, Drama",,,,,,,,
4521916,The Rescuers,Released,1977,71215869,1200000,59.3465575,24.21,Fantasy,United States of America,"Fantasy, Family, Animation, Adventure",,,,,,,,
4525017,A Bridge Too Far,Released,1977,50750000,22000000,2.3068181818182,21.901,Drama,"United Kingdom, United States of America","Drama, History, War",,,,,,,,
4521254,Annie Hall,Released,1977,38288028,4000000,9.572007,21.105,Comedy,United States of America,"Comedy, Drama, Romance",,,,,,,,
4527052,Sorcerer,Released,1977,9000000,22000000,0.40909090909091,20.925,Horror,United States of America,"Thriller, Adventure, Drama",,,,,,,,
4522460,Saturday Night Fever,Released,1977,237113184,3500000,67.746624,20.571,Documentary,United States of America,"Music, Drama",,,,,,,,
4527484,Capricorn One,Released,1977,12000000,5000000,2.4,18.556,Drama,"United Kingdom, United States of America","Drama, Action, Thriller, Science Fiction",,,,,,,,
4524724,The Hills Have Eyes,Released,1977,25000000,230000,108.69565217391,18.031,Horror,United States of America,Horror,,,,,,,,
4528046,Orca,Released,1977,14717854,17500000,0.84102022857143,17.71,Action,United States of America,"Adventure, Horror, Thriller",,,,,,,,
4521998,Eraserhead,Released,1977,7000000,100000,70,16.53,Horror,United States of America,Horror,,,,,,,,
4526820,The Gauntlet,Released,1977,26414658,5500000,4.8026650909091,15.763,Drama,United States of America,"Drama, Action, Crime, Thriller",,,,,,,,
4532994,Sinbad and the Eye of the Tiger,Released,1977,16000000,3500000,4.5714285714286,14.982,Action,United Kingdom,"Action, Adventure, Family, Fantasy, Science Fiction",,,,,,,,
4529977,Airport '77,Released,1977,30000000,6000000,5,13.879,Action,United States of America,"Action, Adventure, Drama, Thriller",,,,,,,,
4525426,Smokey and the Bandit,Released,1977,126737428,4300000,29.473820465116,13.32,Action,United States of America,"Action, Adventure, Comedy",,,,,,,,
4531799,The Deep,Released,1977,100000000,9000000,11.111111111111,12.189,Horror,United States of America,"Mystery, Thriller, Adventure",,,,,,,,
4540491,Tentacles,Released,1977,3000000,750000,4,12.165,Horror,"Italy, United States of America","Horror, Science Fiction, Adventure, Action",,,,,,,,
4533257,Wizards,Released,1977,9000000,1200000,7.5,11.668,Family,United States of America,"Animation, Fantasy, Science Fiction",,,,,,,,
4529020,High Anxiety,Released,1977,31063038,4015000,7.7367466998755,10.828,Comedy,United States of America,"Comedy, Mystery, Thriller",,,,,,,,
4533421,The Last Wave,Released,1977,1258000,810000,1.5530864197531,10.448,Horror,Australia,"Mystery, Drama, Thriller",,,,,,,,
4537458,Kingdom of the Spiders,Released,1977,17000000,500000,34,10.135,Horror,United States of America,"Horror, Science Fiction",,,,,,,,
4535951,Julia,Released,1977,20700000,7840000,2.640306122449,9.189,Drama,United States of America,Drama,,,,,,,,
4527458,"New York, New York",Released,1977,16400000,14000000,1.1714285714286,8.485,Drama,United States of America,"Drama, Music, Romance",,,,,,,,
4535765,Black Sunday,Released,1977,15769322,8000000,1.97116525,8.475,Action,United States of America,"Action, Drama, Thriller",,,,,,,,
4539972,Damnation Alley,Released,1977,8720000,17000000,0.51294117647059,7.929,Action,United States of America,"Action, Adventure, Science Fiction",,,,,,,,
4598189,Moonshine County Express,Released,1977,1000000,700000,1.4285714285714,7.353,Action,United States of America,"Action, Crime, Drama",,,,,,,,
4543724,Breaker! Breaker!,Released,1977,12000000,250000,48,6.684,Action,United States of America,"Action, Adventure, Crime, Thriller",,,,,,,,
4578006,Raggedy Ann & Andy: A Musical Adventure,Released,1977,1500000,4000000,0.375,3.131,Family,"United Kingdom, United States of America","Animation, Adventure, Music, Family, Fantasy, Comedy",,,,,,,,
4585173,The War in Space,Released,1977,4000000,2000000,2,2.806,Action,Japan,"Adventure, Science Fiction, Action",,,,,,,,
4624850,The Last Petal,Released,1977,50000,25000,2,1.4,Family,Soviet Union,"Animation, Adventure",,,,,,,,
5397213,Scent of Wheat,Released,1977,50000,1000000,0.05,0.6,Drama,Iran,Drama,,,,,,,,
4520851,Halloween,Released,1978,70274000,325000,216.22769230769,56.727,Horror,United States of America,"Horror, Thriller",,,,,,,,
4521295,Superman,Released,1978,300218018,55000000,5.4585094181818,43.678,Action,"United Kingdom, United States of America","Science Fiction, Action, Adventure",,,,,,,,
4520534,Grease,Released,1978,181813770,6000000,30.302295,37.651,Romance,United States of America,"Romance, Comedy",,,,,,,,
4522319,Dawn of the Dead,Released,1978,55000000,650000,84.615384615385,30.73,Horror,"Italy, United States of America",Horror,,,,,,,,
4528670,Convoy,Released,1978,45000000,12000000,3.75,29.925,Action,United States of America,"Action, Comedy",,,,,,,,
4523017,Animal House,Released,1978,141000000,2700000,52.222222222222,27.298,Comedy,United States of America,Comedy,,,,,,,,
4522506,Jaws 2,Released,1978,187884007,20000000,9.39420035,24.336,Horror,United States of America,"Horror, Thriller",,,,,,,,
4524141,Invasion of the Body Snatchers,Released,1978,24946533,3500000,7.1275808571429,24.22,Action,United States of America,"Science Fiction, Horror",,,,,,,,
4521316,The Deer Hunter,Released,1978,49000000,15000000,3.2666666666667,24.097,Drama,"United Kingdom, United States of America","Drama, War",,,,,,,,
4531036,The Wiz,Released,1978,21049053,24000000,0.877043875,23.666,Action,United States of America,"Adventure, Family, Fantasy, Music",,,,,,,,
4524778,The Lord of the Rings,Released,1978,30471420,4000000,7.617855,20.027,Action,"Spain, United Kingdom, United States of America","Adventure, Animation, Fantasy",,,,,,,,
4529904,Force 10 from Navarone,Released,1978,7230000,5000000,1.446,19.25,Drama,"United Kingdom, United States of America","Drama, Adventure, War",,,,,,,,
4525099,Death on the Nile,Released,1978,14560084,7920000,1.8383944444444,18.563,Horror,United Kingdom,Mystery,,,,,,,,
4525631,Damien: Omen II,Released,1978,26518355,6800000,3.8997580882353,18.538,Horror,United States of America,"Horror, Thriller",,,,,,,,
4525837,Piranha,Released,1978,16000000,660000,24.242424242424,18.483,Horror,United States of America,"Horror, Comedy, Science Fiction",,,,,,,,
4527441,Every Which Way but Loose,Released,1978,85196485,5000000,17.039297,18.302,Action,United States of America,"Action, Comedy, Adventure, Romance, Drama",,,,,,,,
4522753,Midnight Express,Released,1978,35000000,2300000,15.217391304348,17.157,Drama,"United Kingdom, United States of America","Drama, Crime",,,,,,,,
4532743,Eyes of Laura Mars,Released,1978,20000000,7000000,2.8571428571429,14.496,Drama,United States of America,"Drama, Mystery, Thriller, Horror",,,,,,,,
4534024,The Swarm,Released,1978,7700000,21000000,0.36666666666667,13.313,Horror,United States of America,"Thriller, Science Fiction",,,,,,,,
4525982,Watership Down,Released,1978,3713768,1000000,3.713768,13.231,Action,United Kingdom,"Adventure, Animation, Drama",,,,,,,,
4528171,The Boys from Brazil,Released,1978,19000000,12000000,1.5833333333333,12.579,Drama,"United Kingdom, United States of America","Drama, Mystery, Science Fiction",,,,,,,,
4528130,Heaven Can Wait,Released,1978,98800000,15000000,6.5866666666667,12.228,Fantasy,United States of America,"Fantasy, Comedy, Romance",,,,,,,,
4530859,The Wild Geese,Released,1978,9884149,11600000,0.85208181034483,11.905,Action,"United Kingdom, Switzerland",Action,,,,,,,,
4528913,Interiors,Released,1978,10400000,10000000,1.04,11.263,Drama,United States of America,Drama,,,,,,,,
4528653,The Fury,Released,1978,24000000,5500000,4.3636363636364,11.252,Horror,United States of America,"Horror, Science Fiction, Thriller",,,,,,,,
4534429,Blue Collar,Released,1978,6521083,1700000,3.8359311764706,11.16,Drama,United States of America,"Drama, Crime",,,,,,,,
4531963,Foul Play,Released,1978,45000000,5000000,9,10.605,Comedy,United States of America,"Comedy, Mystery, Thriller",,,,,,,,
4527962,La Cage aux Folles,Released,1978,20424259,1100000,18.567508181818,10.249,Comedy,"France, Italy",Comedy,,,,,,,,
4538397,The Buddy Holly Story,Released,1978,14363400,1200000,11.9695,9.78,Drama,United States of America,"Drama, Music",,,,,,,,
4544982,An Unmarried Woman,Released,1978,24000000,2515000,9.5427435387674,8.608,Drama,United States of America,"Drama, Romance, Comedy",,,,,,,,
4537174,Hooper,Released,1978,78000000,6000000,13,8.596,Action,United States of America,"Action, Comedy",,,,,,,,
4537864,Killer of Sheep,Released,1978,362222,100000,3.62222,7.522,Drama,United States of America,Drama,,,,,,,,
4542680,Good Guys Wear Black,Released,1978,18300000,1000000,18.3,6.912,Action,United States of America,Action,,,,,,,,
4544172,"Same Time, Next Year",Released,1978,19703082,1180000,16.697527118644,5.828,Comedy,United States of America,"Comedy, Drama, Romance",,,,,,,,
4547779,The End,Released,1978,45000000,3000000,15,5.631,Comedy,United States of America,Comedy,,,,,,,,
4545344,The Legacy,Released,1978,11364985,2500000,4.545994,4.854,Horror,"United Kingdom, United States of America",Horror,,,,,,,,
4556529,Satan's Blood,Released,1978,594947,175000,3.3996971428571,2.526,Horror,Spain,"Horror, Thriller",,,,,,,,
4657922,The Glacier Fox,Released,1978,8800000,4500000,1.9555555555556,1.388,Family,Japan,"Family, Documentary, Drama",,,,,,,,
4524951,Caligula,Released,1979,23438120,17500000,1.3393211428571,140.9,Drama,"Italy, United States of America","Drama, History, Romance",,,,,,,,
4520160,Alien,Released,1979,104931801,11000000,9.5392546363636,72.767,Horror,"United States of America, United Kingdom","Horror, Science Fiction",,,,,,,,
4522717,Star Trek: The Motion Picture,Released,1979,139000000,35000000,3.9714285714286,40.282,Action,United States of America,"Science Fiction, Adventure, Mystery",,,,,,,,
4520462,Apocalypse Now,Released,1979,150000000,31500000,4.7619047619048,37.715,Drama,United States of America,"Drama, War",,,,,,,,
4521084,Life of Brian,Released,1979,20745728,4000000,5.186432,33.204,Comedy,United Kingdom,Comedy,,,,,,,,
4521086,Rocky II,Released,1979,85182160,7000000,12.16888,32.759,Drama,United States of America,Drama,,,,,,,,
4522256,The Warriors,Released,1979,22490039,4000000,5.62250975,30.244,Action,United States of America,"Action, Thriller",,,,,,,,
4521111,Mad Max,Released,1979,100000000,350000,285.71428571429,30.001,Action,Australia,"Adventure, Action, Thriller, Science Fiction",,,,,,,,
4522416,Moonraker,Released,1979,210308099,34000000,6.1855323235294,26.572,Action,United Kingdom,"Action, Adventure, Thriller, Science Fiction",,,,,,,,
